    132.81 2.053886e+01 5.147740e+02 3.877299e+01 5.158230e-01
    132.81 1.739739e+01 4.344992e+02 3.283824e+01 6.090460e-01
    398.44 1.937589e+01 3.676921e+02 3.650314e+01 1.643694e+00
    664.06 2.080816e+01 3.508107e+02 3.907961e+01 2.558879e+00
    929.69 2.069773e+01 3.601527e+02 3.899084e+01 3.590587e+00
   1195.31 2.071483e+01 3.674789e+02 3.910068e+01 4.603501e+00
   1460.94 2.071913e+01 3.711389e+02 3.914517e+01 5.620106e+00
   1726.56 2.083334e+01 3.759170e+02 3.939011e+01 6.600642e+00
   1992.19 2.048548e+01 3.760011e+02 3.876722e+01 7.738496e+00
   2257.81 2.085203e+01 3.831210e+02 3.948659e+01 8.610518e+00
   2523.44 2.060605e+01 3.770058e+02 3.900817e+01 9.741550e+00
   2789.06 2.063812e+01 3.831502e+02 3.910916e+01 1.073917e+01
   3054.69 2.083607e+01 3.867945e+02 3.948806e+01 1.164909e+01
   5664.06 2.070931e+01 3.695399e+02 3.917247e+01 1.276407e+01
   6117.19 2.086435e+01 3.720166e+02 3.946971e+01 1.368138e+01
   6570.31 2.064335e+01 3.727674e+02 3.907771e+01 1.484222e+01
   7023.44 2.086990e+01 3.745364e+02 3.949895e+01 1.569662e+01
   7476.56 2.071042e+01 3.743411e+02 3.921362e+01 1.683089e+01
   7929.69 2.072666e+01 3.719135e+02 3.922887e+01 1.784400e+01
   8382.81 2.073781e+01 3.758726e+02 3.927292e+01 1.884250e+01
   8835.94 2.083127e+01 3.749398e+02 3.943879e+01 1.977748e+01
   9289.06 2.065078e+01 3.728713e+02 3.910328e+01 2.097011e+01
   9742.19 2.073105e+01 3.729334e+02 3.924682e+01 2.191260e+01
  10195.31 2.079011e+01 3.773711e+02 3.938030e+01 2.285406e+01
  10648.44 2.046092e+01 3.778727e+02 3.879448e+01 2.423025e+01
