Jacobi: N = 100, k_max = 1000000, d = 0.000001
20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000,20.000000
20.000000,20.000130,20.000267,20.000418,20.000592,20.000794,20.001033,20.001315,20.001649,20.002042,20.002501,20.003035,20.003652,20.004359,20.005165,20.006078,20.007108,20.008262,20.009550,20.010981,20.012564,20.014309,20.016226,20.018324,20.020613,20.023103,20.025804,20.028727,20.031879,20.035272,20.038913,20.042810,20.046971,20.051401,20.056106,20.061086,20.066343,20.071872,20.077668,20.083720,20.090012,20.096524,20.103227,20.110087,20.117064,20.124108,20.131162,20.138162,20.145037,20.151711,20.158102,20.164129,20.169710,20.174765,20.179220,20.183008,20.186072,20.188365,20.189852,20.190512,20.190337,20.189333,20.187519,20.184929,20.181605,20.177605,20.172993,20.167842,20.162227,20.156230,20.149930,20.143406,20.136732,20.129977,20.123203,20.116463,20.109806,20.103269,20.096885,20.090678,20.084667,20.078864,20.073278,20.067911,20.062765,20.057835,20.053117,20.048602,20.044282,20.040145,20.036180,20.032375,20.028715,20.025188,20.021779,20.018474,20.015258,20.012117,20.009036,20.005999,20.002992,20.000000
20.000000,20.000252,20.000519,20.000815,20.001154,20.001552,20.002022,20.002579,20.003239,20.004017,20.004928,20.005988,20.007213,20.008619,20.010223,20.012041,20.014091,20.016390,20.018957,20.021809,20.024966,20.028447,20.032270,20.036456,20.041024,20.045995,20.051388,20.057223,20.063519,20.070295,20.077569,20.085356,20.093672,20.102529,20.111935,20.121896,20.132412,20.143478,20.155081,20.167200,20.179805,20.192855,20.206296,20.220059,20.234062,20.248206,20.262379,20.276450,20.290276,20.303703,20.316568,20.328705,20.339946,20.350130,20.359107,20.366741,20.372915,20.377535,20.380530,20.381858,20.381502,20.379475,20.375816,20.370590,20.363888,20.355823,20.346527,20.336146,20.324837,20.312762,20.300084,20.286962,20.273546,20.259974,20.246370,20.232844,20.219490,20.206385,20.193593,20.181160,20.169125,20.157512,20.146335,20.135602,20.125312,20.115459,20.106030,20.097009,20.088379,20.080118,20.072201,20.064603,20.057298,20.050258,20.043455,20.036859,20.030442,20.024175,20.018026,20.011968,20.005969,20.000000
20.000000,20.000361,20.000743,20.001168,20.001659,20.002237,20.002923,20.003740,20.004712,20.005859,20.007206,20.008776,20.010594,20.012682,20.015066,20.017772,20.020825,20.024251,20.028078,20.032333,20.037045,20.042241,20.047952,20.054206,20.061033,20.068465,20.076529,20.085257,20.094678,20.104820,20.115711,20.127374,20.139833,20.153107,20.167210,20.182151,20.197932,20.214547,20.231977,20.250194,20.269154,20.288796,20.309042,20.329790,20.350917,20.372277,20.393697,20.414982,20.435914,20.456258,20.475764,20.494176,20.511238,20.526702,20.540337,20.551933,20.561312,20.568329,20.572876,20.574888,20.574340,20.571250,20.565678,20.557727,20.547533,20.535272,20.521145,20.505378,20.488212,20.469897,20.450683,20.430813,20.410515,20.390001,20.369459,20.349054,20.328926,20.309190,20.289939,20.271246,20.253162,20.235723,20.218950,20.202851,20.187424,20.172658,20.158533,20.145027,20.132109,20.119746,20.107902,20.096539,20.085616,20.075091,20.064922,20.055066,20.045477,20.036112,20.026927,20.017877,20.008916,20.000000
20.000000,20.000447,20.000923,20.001457,20.002077,20.002813,20.003693,20.004748,20.006008,20.007502,20.009261,20.011318,20.013703,20.016448,20.019588,20.023155,20.027185,20.031711,20.036771,20.042401,20.048639,20.055522,20.063090,20.071382,20.080439,20.090301,20.101007,20.112600,20.125117,20.138598,20.153079,20.168596,20.185179,20.202856,20.221647,20.241566,20.262619,20.284799,20.308086,20.332445,20.357820,20.384135,20.411286,20.439142,20.467541,20.496287,20.525150,20.553866,20.582140,20.609650,20.636053,20.660997,20.684128,20.705104,20.723605,20.739343,20.752072,20.761593,20.767758,20.770478,20.769719,20.765506,20.757921,20.747105,20.733247,20.716587,20.697403,20.676008,20.652736,20.627931,20.601939,20.575091,20.547701,20.520057,20.492412,20.464987,20.437969,20.411509,20.385729,20.360722,20.336553,20.313268,20.290890,20.269427,20.248875,20.229214,20.210420,20.192456,20.175283,20.158855,20.143123,20.128035,20.113535,20.099569,20.086078,20.073004,20.060288,20.047871,20.035694,20.023696,20.011818,20.000000
20.000000,20.000505,20.001046,20.001659,20.002379,20.003244,20.004289,20.005551,20.007069,20.008879,20.011020,20.013530,20.016451,20.019821,20.023682,20.028077,20.033047,20.038638,20.044894,20.051862,20.059587,20.068118,20.077504,20.087795,20.099040,20.111292,20.124600,20.139017,20.154592,20.171375,20.189413,20.208752,20.229432,20.251490,20.274955,20.299848,20.326179,20.353944,20.383124,20.413679,20.445547,20.478636,20.512824,20.547951,20.583817,20.620180,20.656750,20.693193,20.729131,20.764149,20.797802,20.829630,20.859172,20.885980,20.909635,20.929763,20.946041,20.958212,20.966086,20.969547,20.968551,20.963132,20.953397,20.939525,20.921763,20.900424,20.875873,20.848516,20.818793,20.787154,20.754049,20.719910,20.685143,20.650113,20.615144,20.580514,20.546453,20.513148,20.480747,20.449359,20.419062,20.389905,20.361914,20.335094,20.309433,20.284905,20.261475,20.239095,20.217712,20.197269,20.177701,20.158942,20.140922,20.123571,20.106816,20.090583,20.074800,20.059390,20.044280,20.029395,20.014660,20.000000
20.000000,20.000527,20.001097,20.001753,20.002537,20.003494,20.004667,20.006100,20.007837,20.009925,20.012408,20.015334,20.018749,20.022702,20.027243,20.032422,20.038290,20.044900,20.052306,20.060564,20.069729,20.079859,20.091013,20.103252,20.116635,20.131225,20.147085,20.164275,20.182858,20.202896,20.224446,20.247566,20.272308,20.298718,20.326836,20.356692,20.388304,20.421674,20.456787,20.493602,20.532053,20.572039,20.613423,20.656020,20.699597,20.743866,20.788478,20.833025,20.877043,20.920012,20.961375,21.000551,21.036952,21.070010,21.099194,21.124031,21.144116,21.159127,21.168828,21.173072,21.171808,21.165076,21.153009,21.135833,21.113858,21.087475,21.057147,21.023392,20.986766,20.947843,20.907192,20.865358,20.822846,20.780108,20.737539,20.695471,20.654180,20.613884,20.574751,20.536905,20.500430,20.465377,20.431768,20.399602,20.368858,20.339500,20.311479,20.284736,20.259203,20.234807,20.211470,20.189109,20.167640,20.146977,20.127031,20.107715,20.088937,20.070610,20.052642,20.034945,20.017428,20.000000
20.000000,20.000506,20.001062,20.001718,20.002523,20.003529,20.004785,20.006344,20.008256,20.010575,20.013354,20.016647,20.020509,20.024996,20.030166,20.036078,20.042791,20.050366,20.058867,20.068358,20.078905,20.090576,20.103438,20.117564,20.133024,20.149890,20.168238,20.188140,20.209671,20.232904,20.257910,20.284759,20.313515,20.344237,20.376979,20.411780,20.448671,20.487662,20.528746,20.571888,20.617023,20.664046,20.712808,20.763109,20.814686,20.867208,20.920270,20.973388,21.026002,21.077481,21.127137,21.174245,21.218074,21.257912,21.293100,21.323051,21.347267,21.365354,21.377025,21.382106,21.380532,21.372354,21.357732,21.336940,21.310359,21.278471,21.241848,21.201137,21.157035,21.110259,21.061518,21.011485,20.960776,20.909935,20.859431,20.809652,20.760912,20.713456,20.667469,20.623081,20.580377,20.539405,20.500179,20.462687,20.426896,20.392757,20.360205,20.329166,20.299556,20.271286,20.244262,20.218384,20.193553,20.169665,20.146618,20.124306,20.102625,20.081470,20.060735,20.040315,20.020105,20.000000
20.000000,20.000435,20.000928,20.001533,20.002309,20.003312,20.004601,20.006233,20.008268,20.010766,20.013786,20.017391,20.021644,20.026608,20.032348,20.038932,20.046428,20.054906,20.064438,20.075097,20.086959,20.100100,20.114601,20.130542,20.148005,20.167075,20.187837,20.210377,20.234782,20.261139,20.289532,20.320044,20.352755,20.387738,20.425061,20.464779,20.506936,20.551558,20.598648,20.648183,20.700104,20.754312,20.810656,20.868923,20.928830,20.990010,21.052005,21.114254,21.176097,21.236774,21.295445,21.351219,21.403186,21.450466,21.492245,21.527805,21.556546,21.577995,21.591814,21.597793,21.595861,21.586074,21.568625,21.543837,21.512168,21.474201,21.430637,21.382275,21.329979,21.274641,21.217136,21.158288,21.098836,21.039426,20.980599,20.922794,20.866360,20.811560,20.758587,20.707572,20.658593,20.611687,20.566855,20.524070,20.483284,20.444427,20.407419,20.372167,20.338570,20.306521,20.275907,20.246613,20.218521,20.191513,20.165469,20.140267,20.115787,20.091909,20.068511,20.045474,20.022677,20.000000
20.000000,20.000308,20.000680,20.001178,20.001867,20.002810,20.004073,20.005721,20.007818,20.010434,20.013634,20.017488,20.022067,20.027442,20.033686,20.040875,20.049084,20.058393,20.068882,20.080633,20.093732,20.108266,20.124324,20.141997,20.161379,20.182567,20.205657,20.230749,20.257942,20.287337,20.319034,20.353130,20.389722,20.428900,20.470748,20.515340,20.562738,20.612985,20.666105,20.722090,20.780899,20.842443,20.906580,20.973097,21.041701,21.111999,21.183485,21.255527,21.327357,21.398072,21.466652,21.531999,21.592985,21.648521,21.697608,21.739378,21.773116,21.798269,21.814440,21.821394,21.819044,21.807458,21.786857,21.757616,21.720274,21.675527,21.624224,21.567346,21.505966,21.441189,21.374098,21.305693,21.236856,21.168335,21.100743,21.034565,20.970172,20.907837,20.847748,20.790026,20.734736,20.681894,20.631484,20.583456,20.537741,20.494249,20.452877,20.413514,20.376037,20.340320,20.306232,20.273639,20.242407,20.212398,20.183477,20.155506,20.128348,20.101867,20.075928,20.050394,20.025129,20.000000
